Matvare ID,Matvare,Kategori,Kostholdsgrupper,Kilojoule (kJ),Kilokalorier (kcal),Vann (g),Fett (g),Mettede fettsyrer (g),C12:0 (laurinsyre) (g),C14:0 (myristinsyre) (g),C16:0 (palmitinsyre) (g),C18:0 (stearinsyre) (g),Transfettsyrer (g),Enumettede fettsyrer (g),C16:1 sum (palmitoleinsyre) (g),C18:1 sum (oljesyre) (g),Flerumettede fettsyrer (g),C18:2n-6 (linolsyre) (g),C18:3n-3 (alfalinolensyre) (g),C20:3n-3 (eikosatriensyre) (g),"C20:3n-6 (dihomo-gamma-linolensyre, DGLA) (g)",C20:4n-3 (eikosatetraensyre) (g),C20:4n-6 (arakidonsyre) (g),"C20:5n-3 (eikosapentaensyre, EPA) (g)","C22:5n-3 (dokosapentaensyre, DPA) (g)","C22:6n-3 (dokosaheksaensyre, DHA) (g)",Omega-3 (g),Omega-6 (g),Kolesterol (mg),Karbohydrat (g),Stivelse (g),Sukkerarter (g),"Sukker, tilsatt (g)","Sukker, fritt (g)",Kostfiber (g),Protein (g),Salt (NaCl) (g),Alkohol (g),Vitamin A (RAE) (RAE),Vitamin A (RE) (RE),Retinol (µg),Betakaroten (µg),Vitamin D (µg),Vitamin E (mg-ATE),Vitamin B1 (tiamin) (mg),Vitamin B2 (riboflavin) (mg),Vitamin B3 (niacin) (mg),Niacinekvivalenter (mg),Vitamin B6 (pyridoksin) (mg),Vitamin B9 (folat) (µg),Vitamin B12 (kobalamin) (µg),Vitamin C (askorbinsyre) (mg),Kalsium (Ca) (mg),Jern (Fe) (mg),Natrium (Na) (mg),Kalium (K) (mg),Magnesium (Mg) (mg),Sink (Zn) (mg),Selen (Se) (µg),Kobber (Cu) (mg),Fosfor (P) (mg),Jod (I) (µg),FoodEx2-klassifisering
3.083,"Svin, nakkekoteletter, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,857,206,67,14.8,5.3,0,0.2,3.2,1.7,0,6.9,0.4,6.3,1.9,1.5,0.2,0,0,0,0,0,0,0,0.2,1.6,66,0.1,0,0.1,0,0,0,18.3,0.1,0,17,17,17,0,0.3,0.9,0.67,0.05,3.7,7.1,0.23,2,0.6,0,5,1.1,59,345,21,2.6,9,0.07,180,0,A01RG
3.274,"Svin, nakkekoteletter, stekt uten fett",Kjøtt og fjørfe,Kjøtt og fjørfe,1127,271,55,18.2,6.5,0,0.3,4.9,2.6,0,8.5,0.5,7.8,2.3,1.8,0.2,0,0,0,0.1,0,0,0,0.3,2,101,0.1,0,0.1,0,0,0,26.7,0.2,0,20,20,20,0,0.4,1.1,0.61,0.07,4.4,10.9,0.23,2,0.8,0,6,1.5,79,387,29,4,14,0.11,244,0,A01RG#F28.A07GS
3.09,"Svin, ribbe, sideflesk, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,1373,332,54,29.4,10.7,0.1,0.5,6.8,3.2,0,14,0.8,12.8,3.4,2.8,0.3,0.1,0,0,0.1,0,0,0,0.4,3,65,0.1,0,0.1,0,0,0,16.7,0.2,0,26,26,26,0,0.6,0.8,0.42,0.03,5,8.1,0.28,1,0.5,0,4,0,62,283,19,1.7,8,0.04,148,0,A01RG
3.21,"Svin, ytrefilet, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,507,120,74,2.9,1,0,0,0.7,0.3,0,1.4,0.1,1.2,0.3,0.2,0,0,0,0,0,0,0,0,0,0.2,54,0.3,0,0.3,0,0,0,23.4,0.1,0,4,4,4,0,0.1,0.4,0.75,0.03,8.4,12.7,0.43,0,0,0,4,0.7,50,420,29,1.3,9,0.04,225,0,A01RG
3.496,"Svin, ytrefilet, stekt uten fett",Kjøtt og fjørfe,Kjøtt og fjørfe,621,147,67,3,1.1,0,0,0.7,0.3,0,1.5,0.1,1.3,0.3,0.2,0,0,0,0,0,0,0,0,0,0.3,72,0.3,0,0.3,0,0,0,29.6,0.1,0,4,4,4,0,0.1,0.5,0.5,0.03,8.4,16.9,0.35,1,0,0,5,0.9,57,336,32,1.7,13,0.05,255,0,A01RG#F01.A057F$F02.A0BYZ$F27.A01RG$F28.A07GY
3.105,"Svinekam, røkt",Kjøtt og fjørfe,Kjøtt og fjørfe,872,210,68,16.6,5.9,0,0.2,3.6,1.9,0,7.6,0.4,7.1,2.1,1.7,0.2,0,0,0,0,0,0,0,0.2,1.9,57,1,0,1,0.9,0.9,0,14.1,1.8,0,13,13,13,0,0.3,0.7,0.27,0.04,2.3,4.8,0.11,1,0.4,0,4,1,716,170,16,2.1,9,0.06,124,0,A023K#F02.A06AP$F27.A01RG$F28.A07JP$F28.A07JV$F28.A0BA1
9.137,"Svinestek med surkål og poteter, ferdigmiddag, kjøpt",Kjøtt og fjørfe,Kjøtt og fjørfe,354,84,80,1.3,0.3,0,0,0.3,0.1,0,0.8,0,0.8,0.2,0.1,0,0,0,0,0,0,0,0,0,0.1,19,9.6,7.4,2.2,1.3,1.3,1,7.8,0.4,0,1,1,1,5,0,0.2,0.19,0.04,2.5,4.7,0.17,10,0.1,6,19,0.8,163,310,23,0.6,5,0.07,87,0,A03VK#F04.A00FX$F04.A01RG$F04.A043Z$F18.A07NK$F19.A07PR$F22.A07SH$F28.A07HH
3.167,Sylte,Kjøtt og fjørfe,Kjøtt og fjørfe,1259,303,55,24.4,8.8,0,0.4,5.3,2.8,0,11.1,0.6,10.3,3,2.4,0.2,0,0,0,0.1,0,0,0,0.3,2.6,84,0.2,0.2,0.1,0,0,0.1,20.7,2.1,0,14,13,13,2,0.3,0.7,0.21,0.1,2.6,8.6,0.14,2,0.6,0,10,1.6,840,207,18,2.7,13,0.1,162,0,A023H#F02.A06AP$F28.A0BA1
3.365,"Villsvin, kjøtt, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,446,105,76,1.5,0.5,0,0,0.3,0.1,0,0.5,0,0.5,0.3,0.2,0,0,0,0,0,0,0,0,0.1,0.2,65,0,0,0,0,0,0,23,0.2,0,2,2,2,0,0,0.6,1.48,0.39,6.6,10.8,0.54,2,1.4,0,4,1.8,66,367,26,2.7,13,0,220,3,A01SH
3.15,Wienerpølse,Kjøtt og fjørfe,Kjøtt og fjørfe,874,211,69,17.4,6.5,0,0.3,4,2.1,0,8.6,0.6,7.9,2.4,1.9,0.2,0,0,0,0.1,0,0,0,0.3,2.1,42,2.3,0.6,1.7,0,0,0.6,10.9,2,0,9,11,7,25,0,1.2,0.18,0.09,2.6,4.6,0.1,2,0.7,29,13,0.8,813,667,13,1.3,9,0.04,203,0,A026D
3.451,"Wienerpølse, kalkun og kylling",Kjøtt og fjørfe,Kjøtt og fjørfe,599,144,75,8.9,2.7,0,0.1,2,0.6,0,4,0.5,3.5,2.4,2,0.2,0,0,0,0.1,0,0,0,0.2,2.1,60,5.5,4.8,0.7,0,0,0.6,10.1,1.7,0,14,14,14,0,0,1.3,0.06,0.14,3.2,5.1,0.13,13,1.8,36,43,0.9,680,510,16,1.2,11,0.04,200,14,A026D#F02.A06AV$F04.A04DS$F04.A04EC$F07.A072K$F28.A07KY$F28.A0BA1$F28.A0CRH
3.198,"Wienerpølse, mager",Kjøtt og fjørfe,Kjøtt og fjørfe,566,135,75,6.9,2.7,0,0.1,1.6,0.9,0,3.1,0.2,2.9,1.1,0.8,0.1,0,0,0,0.1,0,0,0,0.1,0.9,45,5.5,4.9,0.6,0,0,0.6,12.5,1.7,0,9,9,9,3,0,1,0.31,0.11,3.4,5.7,0.14,4,0.9,35,11,0.7,680,510,16,1.4,11,0.05,200,2,A026D#F07.A072Y$F10.A077C
3.252,"Wienersnitzel, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,1156,276,47,13.4,1.8,0,0,1.1,0.5,0,5.8,0.1,5.6,5.2,4.7,0.4,0,0,0,0,0,0,0,0.5,4.7,35,24.9,24.7,0.2,0,0,0.8,13.7,1.4,0,4,4,4,0,0.1,5.3,0.5,0.04,4,6.5,0.22,4,0.2,0,7,0.7,578,245,21,1.2,5,0.06,141,0,A04AC#F01.A057F$F02.A0BYZ$F27.A04AC$F28.A07HK$F28.A07KY
4.208,"Akkar, tiarmet blekksprut, innbakt, forfritert, fryst ",Fisk og skalldyr,Fisk og skalldyr,829,197,58,6.6,0.8,0,0,0.5,0.2,0,1.7,0,1.7,3.7,3.4,0,0,0,0,0,0.1,0,0.2,0.3,3.4,93,24.3,23.1,1.1,1,1,1,9.6,1.9,0,6,6,6,0,0,4,0.11,0.06,1.7,3.4,0.31,10,1.2,0,34,0.5,773,166,22,0.7,27,0.44,283,20,A02JH#F01.A055T$F02.A0EME$F27.A02JH$F28.A07GR$F28.A07HL$F28.A07KQ
4.313,"Akkar, tiarmet blekksprut, innbakt, forfritert, stekt i fett",Fisk og skalldyr,Fisk og skalldyr,1260,301,43,15.6,3.3,0.3,0.3,1.4,0.8,0,5.6,0.1,5.5,5.8,5.2,0.3,0,0,0,0,0.1,0,0.2,0.6,5.2,113,28.8,27.4,1.4,1.2,1.2,1,10.8,2,0,33,34,32,13,0.7,4.7,0.1,0.07,1.8,4.1,0.3,9,1.3,0,41,0.5,809,167,24,0.9,33,0.5,302,25,A02JH#F28.A07GR$F28.A07HL
4.302,"Akkar, tiarmet blekksprut, kokt",Fisk og skalldyr,Fisk og skalldyr,492,117,75,2.9,0.7,0,0.1,0.5,0.1,0,0.3,0,0.1,1,0,0,0,0,0,0,0.3,0,0.7,1,0,441,0,0,0,0,0,0,22.6,0.5,0,24,24,24,0,0,2.1,0.15,0.16,4.7,12.2,0.95,18,4.7,0,25,0.8,183,412,47,2.2,116,1.73,317,88,A02JH#F28.A07GJ
4.262,"Akkar, tiarmet blekksprut, rå",Fisk og skalldyr,Fisk og skalldyr,325,77,83,1.7,0.4,0,0,0.3,0.1,0,0.2,0,0.1,0.6,0,0,0,0,0,0,0.2,0,0.4,0.6,0,225,0,0,0,0,0,0,15.4,0.3,0,15,15,15,0,0,1.2,0.1,0.12,3.4,6.2,0.69,13,3,0,13,0.5,110,280,28,1.1,66,0.98,190,50,A02JH
4.341,"Alaska pollock, rå",Fisk og skalldyr,Fisk og skalldyr,305,72,83,0.7,0.1,0,0,0.1,0,0,0.2,0,0.1,0.2,0,0,0,0,0,0,0.1,0,0.2,0.3,0,49,0,0,0,0,0,0,16.4,0.2,0,0,0,0,0,0,0.6,0.03,0.09,2.6,5.6,0.04,5,2,0,12,0.2,68,216,30,0.4,27,0.03,120,56,A0FAP
4.075,"Ansjos, hermetisk",Fisk og skalldyr,Fisk og skalldyr,903,216,62,13.1,3,0,0.6,1.8,0.4,0,5.5,0.5,2.5,3.4,2.3,0.1,0,0,0.1,0,0.6,0.1,0.9,1.9,2.4,90,12.1,0,12.1,12,12,0,12.5,6.9,0,54,54,54,0,0.2,0.6,0.02,0.16,2.2,4.5,0.45,5,10,0,99,1.3,2750,145,13,1.8,20,0.16,141,16,A0FCA#F06.A06XX
4.001,"Blåkveite, rå/kaldrøkt",Fisk og skalldyr,Fisk og skalldyr,645,155,75,11,1.7,0,0.3,1,0.2,0,6.9,1.3,2.7,1,0.1,0,0,0,0,0.1,0.3,0.1,0.3,0.8,0.1,74,0,0,0,0,0,0,14,0.2,0,10,10,10,0,9.1,3.3,0.02,0.06,1.1,3.7,0.07,5,0.7,0,6,0.1,86,352,20,0.3,60,0.02,158,7,A0EYS#F27.A02BA
4.115,"Blålange, rå",Fisk og skalldyr,Fisk og skalldyr,271,64,84,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0.3,0,2,2,2,0,3.4,0.2,0.05,0.12,2.5,5.4,0.3,7,2,0,9,0.1,104,312,23,0.4,40,0,160,279,A02CC
4.388,"Blåskjell, dampet",Fisk og skalldyr,Fisk og skalldyr,323,77,84,2.7,0.3,0,0.1,0.2,0,0,0.3,0.2,0.1,0.9,0,0,0,0,0,0,0.3,0,0.3,0.8,0.1,47,0,0,0,0,0,0,13.1,0.9,0,14,14,14,0,0.5,2.8,0,0.25,1.4,3.8,0.11,61,25,0,63,2,356,225,60,1.6,62,0.22,194,145,A0FCY#F01.A0AXQ$F02.A0EME$F27.A0FCY$F28.A07GP
4.389,"Blåskjell, fryst",Fisk og skalldyr,Fisk og skalldyr,361,86,82,2.9,0.3,0,0.1,0.2,0.1,0,0.4,0.2,0.1,0.8,0,0,0,0,0,0,0.3,0,0,0.7,0.1,46,0,0,0,0,0,0,14.9,0.8,0,14,14,14,0,0.5,2.3,0,0.19,0.8,3.5,0.1,35,25.3,0,53,8,308,109,40,2.6,63,0.22,230,240,A0FCY#F01.A0AXQ$F02.A0EME$F27.A0FCY$F28.A07KQ
4.076,"Blåskjell, i lake, avrent",Fisk og skalldyr,Fisk og skalldyr,346,82,83,3,0.4,0,0.1,0.2,0.1,0,0.4,0.3,0.1,0.9,0,0,0,0,0,0,0.4,0,0.2,0.8,0.1,51,0,0,0,0,0,0,13.8,1.6,0,42,42,42,0,0.5,1.8,0,0.14,0.4,3,0.1,15,21.3,0,37,5.8,655,80,23,1.7,52,0.22,228,180,A0BZ5#F27.A0FCY
4.053,"Blåskjell, rå",Fisk og skalldyr,Fisk og skalldyr,309,73,84,2,0.4,0,0.1,0,0.1,0,0.3,0.2,0.1,0.8,0,0,0,0,0,0,0.2,0,0.3,0.7,0.1,45,0,0,0,0,0,0,13.8,0.8,0,14,14,14,0,0.5,1.5,0,0.3,1.6,4.1,0.28,52,30,0,63,2,337,267,55,1.6,62,0.22,222,150,A0FCY
4.25,"Breiflabb, filet, kokt",Fisk og skalldyr,Fisk og skalldyr,341,80,80,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,42,0,0,0,0,0,0,19.8,0.3,0,120,120,120,0,1.5,0.8,0.03,0.07,2.3,8.2,0.27,14,1.1,0,8,0,116,428,27,0.5,45,0,227,21,A02BJ#F28.A07GJ
4.211,"Breiflabb, rå",Fisk og skalldyr,Fisk og skalldyr,272,64,84,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,15.8,0.2,0,80,80,80,0,1,0.5,0.03,0.06,2,4.9,0.23,12,0.8,0,5,0,82,342,19,0.3,30,0,160,14,A02BJ
4.322,"Brisling, i olje, avrent, hermetisk",Fisk og skalldyr,Fisk og skalldyr,1085,261,61,20.9,4.7,0,0.9,3,0.6,0,10.3,0.8,4.1,4.9,4,0.1,0,0,0.1,0.1,1,0.1,1.5,3.3,4,92,0,0,0,0,0,0,18.3,0.9,0,29,29,28,6,8.9,1.9,0,0.29,5.1,8.5,0.16,8,7.8,0,293,1.7,341,263,42,1.8,19,0.09,422,9,A0FBY#F06.A06XL$F18.A07NS$F19.A07PH
4.321,"Brisling, i tomat, hermetisk",Fisk og skalldyr,Fisk og skalldyr,845,203,68,14.7,3.7,0,0.8,2.2,0.3,0,4.9,0.8,2.1,4.3,0.5,0.1,0,0,0.1,0.1,1,0.1,1.6,3.4,0.6,93,2.7,0,2.7,2,2,0,15,0.7,0,136,191,81,661,14.5,3,0,0.33,4.4,7.2,0.2,31,7.3,0,177,1.5,265,274,29,1.6,13,0.08,221,10,A0FBY#F06.A06XR$F18.A07NS$F19.A07PH
4.003,"Brisling, rå",Fisk og skalldyr,Fisk og skalldyr,862,208,70,17.6,4.4,0,0.8,3.3,0.4,0,6.8,0.9,4.7,4.1,0.5,0.4,0,0,0.1,0.1,0.9,0.1,1.6,3.4,0.8,57,0,0,0,0,0,0,12.4,0.2,0,150,150,150,0,18.7,1.2,0.08,0.15,4.7,7,0.2,9,7,0,47,0.8,68,209,16,0.9,10,0.05,120,6,A02DH
4.38,"Brosme, kokt",Fisk og skalldyr,Fisk og skalldyr,451,106,75,1.3,0.1,0,0,0.1,0,0,0.1,0,0.1,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,23.7,0.3,0,2,2,2,0,2.2,0.5,0.06,0.18,3.3,10.5,0.35,2,0.8,0,25,0.1,105,478,36,0.7,56,0.02,270,65,A02CD#F01.A0MTV$F02.A0EMD$F27.A02CD$F28.A07GJ
4.381,"Brosme, ovnsstekt",Fisk og skalldyr,Fisk og skalldyr,467,110,74,1.1,0.1,0,0,0.1,0,0,0.1,0,0.1,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,25.1,0.2,0,2,2,2,0,1.8,0.4,0.05,0.17,3.1,8.7,0.38,2,0.7,0,21,0.1,87,452,32,0.5,51,0.01,239,60,A02CD#F01.A0MTV$F02.A0EMD$F27.A02CD$F28.A07GY
4.004,"Brosme, rå",Fisk og skalldyr,Fisk og skalldyr,354,84,80,0.9,0.1,0,0,0.1,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0,19,0.2,0,1,1,1,0,1.5,0.3,0.05,0.15,2.8,6.3,0.3,2,0.6,0,15,0.1,74,383,26,0.4,37,0.01,191,43,A02CD
4.385,"Ceviche, med laks, mango og avokado",Fisk og skalldyr,Fisk og skalldyr,606,146,77,11.2,1.8,0,0.1,1.3,0.2,0,6.5,0.4,6,2.4,1.4,0.3,0,0,0,0,0.1,0.1,0.2,0.8,1.5,24,3.8,0,3.8,0.3,0.6,2,6.7,0.4,0,19,30,8,136,2.1,1.5,0.07,0.08,3,4.2,0.26,21,1.6,9,14,0.3,147,362,19,0.3,6,0.11,91,3,A03XS#F02.A06GJ$F04.A01LB$F04.A01LF$F04.A028P$F04.A07XJ
4.386,"Ceviche, med torsk, mango og avokado",Fisk og skalldyr,Fisk og skalldyr,425,102,82,6.6,1.1,0,0,0.9,0.1,0,4.2,0.3,4,0.9,0.7,0.1,0,0,0,0,0,0,0.1,0.1,0.7,17,3.8,0,3.8,0.3,0.6,2,6,0.4,0,13,24,2,136,0.2,1.2,0.05,0.06,1.3,2.4,0.14,22,0.4,9,15,0.3,155,354,19,0.3,7,0.1,86,68,A03XS#F02.A06GJ$F04.A01LB$F04.A01LF$F04.A02BV$F04.A07XJ$F24.A07VT
4.079,"Fiskeboller, avrent, hermetisk",Fisk og skalldyr,Fisk og skalldyr,510,120,72,1.5,0.1,0,0,0.1,0,0,0.8,0,0.7,0.5,0.2,0.1,0,0,0,0,0,0,0.1,0.2,0.2,27,17,17,0,0,0,0.3,9.5,1.3,0,1,2,1,9,0.2,0.7,0.02,0.07,1.7,3.5,0.09,6,1.3,1,20,0.4,511,188,20,0.3,15,0.02,96,70,A02KD#F02.A06GJ$F28.A0BYP
4.21,"Fiskeboller, kjøpt",Fisk og skalldyr,Fisk og skalldyr,252,59,83,0.4,0.2,0,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,29,5.4,3.2,2.1,0,0,0.1,8.6,1.4,0,3,2,2,3,0.8,0.2,0.03,0.08,1.7,4.5,0.12,5,0.9,0,68,0.1,548,275,15,0.3,13,0.01,136,267,A02KD#F26.A07XD
4.36,"Fiskeburger, kjøpt",Fisk og skalldyr,Fisk og skalldyr,450,107,78,3.7,0.3,0,0,0.3,0.1,0,1.6,0,2.6,0.7,0.7,0.3,0,0,0,0,0,0,0.1,0.5,0.8,34,6.5,5.3,1.2,0.3,0.3,0.8,11.5,1.5,0,19,21,18,19,0,0.8,0.07,0.07,1.3,3.4,0.1,7,0.7,0,42,0.2,580,370,22,0.3,14,0.02,160,40,A03XT#F22.A07SH$F26.A07XD
4.272,"Fiskeburger, laks",Fisk og skalldyr,Fisk og skalldyr,871,209,66,14.9,2.8,0.2,0.4,1.4,0.6,0,7.1,0.3,6.2,4.2,2.1,0.8,0,0,0.1,0.1,0.3,0.1,0.5,1.9,2.4,69,2.4,1.4,1,0,0,0,16.5,0.7,0,32,33,32,8,5,1.1,0.08,0.11,5.5,9.3,0.34,5,4.1,0,34,0.2,292,356,20,0.3,16,0.03,195,7,A03XT#F04.A028P
4.062,"Fiskeburger, mager fisk",Fisk og skalldyr,Fisk og skalldyr,649,156,73,9.8,1.2,0,0,0.8,0.3,0,4.8,0,4.7,3.1,2.4,0.4,0,0,0,0,0,0,0.1,0.5,2.4,28,6,4.4,1.6,0,0,0.1,10.8,1.4,0,5,5,5,2,0.6,0.8,0.03,0.14,1.7,4.1,0.23,9,2.1,0,44,0.2,562,276,16,0.3,15,0.03,153,99,A03XT
4.271,"Fiskeburger, makrell",Fisk og skalldyr,Fisk og skalldyr,776,186,70,12.9,3.2,0.2,0.6,1.6,0.5,0,5.2,0.3,2.9,3.5,0.8,0.3,0,0,0.1,0,0.6,0.1,1.1,2.6,0.9,36,2.4,1.4,1,0,0,0,15.1,0.8,0,18,19,18,8,4.6,0.5,0.07,0.27,6.6,10.3,0.47,9,7.2,0,42,0.6,301,318,21,0.5,44,0.06,199,22,A03XT#F04.A02CT
4.323,"Fiskeburger, panert, med brød, ost, saus, kjøpt",Fisk og skalldyr,Fisk og skalldyr,1104,264,49,12.3,2.9,0.2,0.3,1.5,0.6,0.1,5.5,0.1,5.3,3,2.3,0.5,0,0,0,0,0,0,0.1,0.6,2.3,51,25.6,22,3.6,3.3,3.3,2,11.6,0.8,0,43,44,42,14,0.7,2.3,0.11,0.09,1.5,3.7,0.11,25,0.6,1,47,0.7,310,208,24,0.9,11,0.07,154,80,A03XJ#F02.A06GJ$F04.A02QE$F04.A03XT$F04.A043V$F04.A0BB2$F22.A07SK
4.268,"Fiskeburger, sei",Fisk og skalldyr,Fisk og skalldyr,647,155,73,9.7,1.1,0,0,0.8,0.3,0,4.8,0,4.7,3.1,2.4,0.4,0,0,0,0,0,0,0.1,0.5,2.4,28,6,4.4,1.6,0,0,0.1,10.8,1.4,0,5,5,5,2,0.6,0.8,0.03,0.14,1.7,4.1,0.24,10,2.1,0,45,0.2,562,276,18,0.3,15,0.04,152,99,A03XT#F04.A02CF
4.273,"Fiskeburger, sild",Fisk og skalldyr,Fisk og skalldyr,745,179,71,12.4,3,0.2,0.7,1.4,0.4,0,6.2,0.4,2.6,2.5,0.8,0.2,0,0,0,0,0.5,0.1,0.6,1.7,0.8,59,2.4,1.4,1,0,0,0,14.5,0.8,0,16,16,15,8,11,0.6,0.03,0.26,3,6.2,0.33,8,0.2,0,70,0.7,321,299,25,0.5,30,0.07,219,13,A03XT#F04.A02DF
4.27,"Fiskefarse, mager fisk, rå",Fisk og skalldyr,Fisk og skalldyr,273,64,85,0.7,0.3,0,0,0.1,0,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,26,4.1,1.9,2.3,0,0,0,10.4,1.5,0,4,4,4,2,0.7,0.2,0.04,0.13,1.9,3.9,0.2,8,1.6,0,73,0.1,600,312,16,0.3,13,0.01,157,186,A02KE
4.365,"Fiskegrateng, kjøpt",Fisk og skalldyr,Fisk og skalldyr,505,120,75,4.6,0.6,0,0,0.3,0.1,0,2.5,0,2.5,1.4,0.9,0.4,0,0,0,0,0,0,0.1,0.5,0.9,34,11.8,8.3,3.4,0.1,0.1,0.8,7.6,0.8,0,40,41,39,13,0,1,0.1,0.13,0.7,2,0.07,7,0.7,0,42,0.3,300,197,19,0.4,11,0.05,110,37,A03XL#F22.A07SH$F26.A07XD
4.292,"Fiskegrateng, med egg og makaroni, ovnsstekt",Fisk og skalldyr,Fisk og skalldyr,640,153,73,8.9,2.6,0.2,0.2,1.2,0.6,0,3.5,0.1,3.5,1.7,1.4,0.2,0,0,0,0.1,0,0,0.1,0.3,1.4,106,7.3,5.4,1.9,0,0,0.4,10.8,0.7,0,69,70,68,16,1.4,2.4,0.05,0.15,0.6,3.7,0.07,12,0.9,0,72,0.6,277,231,17,0.7,15,0.04,176,105,A03XL#F04.A007T$F04.A031G$F28.A07GY
4.291,"Fiskegrateng, med egg, ovnsstekt",Fisk og skalldyr,Fisk og skalldyr,620,148,74,8.8,2.6,0.2,0.2,1.2,0.6,0,3.5,0.1,3.4,1.7,1.3,0.2,0,0,0,0.1,0,0,0.1,0.4,1.4,118,4.2,2.4,1.8,0,0,0.2,13,0.7,0,69,70,68,16,1.4,2.5,0.05,0.16,0.7,4.5,0.08,13,1.1,0,73,0.6,263,284,19,0.7,20,0.03,203,147,A03XL#F04.A031E
4.293,"Fiskegrateng, ovnsstekt, kjøpt",Fisk og skalldyr,Fisk og skalldyr,560,133,73,5.1,0.6,0,0,0.3,0.1,0,2.6,0,2.5,1.4,0.9,0.4,0,0,0,0,0,0,0.1,0.5,0.9,38,13.2,9.4,3.9,0.1,0.1,0.9,8.1,0.7,0,41,42,40,13,0,1.1,0.08,0.11,0.6,2.3,0.07,7,0.7,0,48,0.3,287,188,19,0.4,13,0.05,111,42,A03XL#F04.A031E$F22.A07SH
4.295,"Fiskegryte, med sei, løk og paprikasaus",Fisk og skalldyr,Fisk og skalldyr,386,92,81,3.4,0.9,0.1,0.1,0.4,0.2,0,1.1,0,1.1,0.8,0.4,0.1,0,0,0,0,0.1,0,0.2,0.3,0.5,44,4.5,2.9,1.7,0,0,0.8,10.4,0.5,0,23,28,18,64,0.9,1,0.04,0.12,1.6,6.3,0.25,12,2.2,10,42,0.3,184,278,21,0.5,19,0.05,181,124,A03XS#F28.A07GG
4.296,"Fiskegryte, med torsk og tomat",Fisk og skalldyr,Fisk og skalldyr,280,67,86,2.4,0.5,0.1,0.1,0.2,0.1,0,0.8,0,0.8,0.6,0.3,0.1,0,0,0,0,0,0,0.1,0.2,0.3,50,1.7,0,1.7,0,0,0.7,9.2,1,0,31,48,12,220,0.5,1.6,0.05,0.02,1.2,5.1,0.1,14,0.8,5,17,0.4,418,342,22,0.4,18,0.08,148,158,A03XS#F28.A07GG
4.061,"Fiskekaker, kjøpt",Fisk og skalldyr,Fisk og skalldyr,462,110,78,4.2,0.7,0,0.1,0.4,0.1,0,2.9,0,2.7,1.2,0.7,0.3,0,0,0,0,0,0,0.1,0.5,0.8,35,6,4.9,1.1,0,0,0.5,11.8,1.5,0,9,9,9,3,0,0.8,0.07,0.06,1.5,3.6,0.11,5,1,0,34,0.2,608,343,20,0.3,14,0.02,153,48,A03XT#F26.A07XD
4.275,"Fiskepaté, laks",Fisk og skalldyr,Fisk og skalldyr,729,175,72,12.2,4.5,0.1,0.6,2.3,0.8,0.1,4.6,0.3,3.9,2.2,1.1,0.4,0,0,0,0.1,0.2,0.1,0.3,0.9,1.2,109,4.3,2.7,1.6,0,0,0,11.9,1.4,0,77,80,75,30,2.8,1.2,0.06,0.15,2.9,7.6,0.22,7,2.8,0,57,0.4,568,249,15,0.4,14,0.03,183,17,A03XV#F04.A028P
4.274,"Fiskepaté, mager fisk",Fisk og skalldyr,Fisk og skalldyr,583,139,74,7.4,3.7,0.1,0.5,1.8,0.7,0.1,1.8,0.2,1.6,0.6,0.3,0,0,0,0,0,0,0,0.1,0.2,0.3,107,4.3,2.7,1.6,0,0,0,13.9,1.5,0,72,75,70,30,0.7,1.3,0.04,0.13,0.9,5.2,0.08,10,1.2,0,62,0.4,593,307,19,0.5,22,0.03,216,185,A03XV
4.319,"Fiskepinner, forfritert, stekt i fett",Fisk og skalldyr,Fisk og skalldyr,900,215,59,10.5,1.2,0.1,0.1,0.7,0.3,0,5.8,0,5.6,2.6,1.8,0.6,0,0,0,0,0.1,0,0.1,0.8,1.8,38,17.5,15.8,1.7,0,0,2,11.9,0.6,0,14,13,13,3,0.2,2,0.09,0.05,0.9,3.3,0.06,7,0.8,0,23,0.4,237,201,31,0.3,12,0.05,122,106,A02KC#F28.A07GS
