Matvare ID,Matvare,Spiselig del (%),Kalsium (Ca) (mg),Kalium (K) (mg),Natrium (Na) (mg),Salt (NaCl) (g),Fosfor (P) (mg),Magnesium (Mg) (mg),Jern (Fe) (mg),Kobber (Cu) (mg),Sink (Zn) (mg),Selen (Se) (µg),Jod (I) (µg)
99.001,"Svensk salt, bordsalt, jodert, Jozo",100,10,89,39300,98.3,1,76,0.3,0.08,0.1,0,5000
